YYYY,Month,YM,Date,Max O3
2006,11,200611,11/18/2006,32.61866667
2006,11,200611,11/19/2006,2.548333333
2006,11,200611,11/20/2006,36.18633333
2006,11,200611,11/21/2006,27.522
2006,11,200611,11/22/2006,10.703
2006,11,200611,11/23/2006,21.91566667
2006,11,200611,11/24/2006,41.283
2006,11,200611,11/25/2006,34.14766667
2006,11,200611,11/26/2006,32.109
2006,11,200611,11/27/2006,3.058
2006,11,200611,11/28/2006,30.07033333
2006,11,200611,11/29/2006,10.19333333
2006,11,200611,11/30/2006,35.167
2006,12,200612,12/01/2006,44.85066667
2006,12,200612,12/02/2006,17.32866667
2006,12,200612,12/03/2006,50.96666667
2006,12,200612,12/04/2006,40.26366667
2006,12,200612,12/05/2006,73.90166667
2006,12,200612,12/06/2006,39.754
2006,12,200612,12/07/2006,34.14766667
2006,12,200612,12/08/2006,46.88933333
2006,12,200612,12/09/2006,33.12833333
2006,12,200612,12/10/2006,21.406
2006,12,200612,12/11/2006,60.65033333
2006,12,200612,12/12/2006,44.341
2006,12,200612,12/13/2006,4.077333333
2006,12,200612,12/14/2006,12.74166667
2006,12,200612,12/15/2006,4.077333333
2006,12,200612,12/16/2006,32.61866667
2006,12,200612,12/17/2006,38.73466667
2006,12,200612,12/18/2006,38.225
2006,12,200612,12/19/2006,37.71533333
2006,12,200612,12/20/2006,35.167
2006,12,200612,12/21/2006,46.88933333
2006,12,200612,12/22/2006,56.06333333
2006,12,200612,12/23/2006,74.41133333
2006,12,200612,12/24/2006,95.81733333
2006,12,200612,12/25/2006,78.48866667
2006,12,200612,12/26/2006,31.08966667
2006,12,200612,12/27/2006,36.18633333
2006,12,200612,12/28/2006,50.96666667
2006,12,200612,12/29/2006,32.109
2006,12,200612,12/30/2006,56.06333333
2006,12,200612,12/31/2006,41.283
2007,1,200701,01/01/2007,39.754
2007,1,200701,01/02/2007,43.83133333
2007,1,200701,01/03/2007,35.67666667
2007,1,200701,01/04/2007,38.225
2007,1,200701,01/05/2007,59.12133333
2007,1,200701,01/06/2007,35.67666667
2007,1,200701,01/07/2007,49.94733333
2007,1,200701,01/08/2007,38.225
2007,1,200701,01/09/2007,54.53433333
2007,1,200701,01/10/2007,35.67666667
2007,1,200701,01/11/2007,36.696
2007,1,200701,01/12/2007,31.08966667
2007,1,200701,01/13/2007,82.566
2007,1,200701,01/14/2007,33.12833333
2007,1,200701,01/15/2007,37.20566667
2007,1,200701,01/16/2007,95.30766667
2007,1,200701,01/17/2007,5.606333333
2007,1,200701,01/18/2007,10.19333333
2007,1,200701,01/19/2007,30.07033333
2007,1,200701,01/20/2007,18.85766667
2007,1,200701,01/21/2007,12.232
2007,1,200701,01/22/2007,18.85766667
2007,1,200701,01/23/2007,5.096666667
2007,1,200701,01/24/2007,28.03166667
2007,1,200701,01/25/2007,17.83833333
2007,1,200701,01/26/2007,51.47633333
2007,1,200701,01/27/2007,48.928
2007,1,200701,01/28/2007,50.96666667
2007,1,200701,01/29/2007,38.225
2007,1,200701,01/30/2007,96.83666667
2007,1,200701,01/31/2007,39.24433333
2007,2,200702,02/01/2007,49.94733333
2007,2,200702,02/02/2007,61.66966667
2007,2,200702,02/03/2007,43.83133333
2007,2,200702,02/04/2007,51.47633333
2007,2,200702,02/05/2007,24.97366667
2007,2,200702,02/06/2007,30.07033333
2007,2,200702,02/07/2007,36.696
2007,2,200702,02/08/2007,29.051
2007,2,200702,02/09/2007,23.95433333
2007,2,200702,02/10/2007,5.606333333
2007,2,200702,02/11/2007,48.928
2007,2,200702,02/12/2007,55.55366667
2007,2,200702,02/13/2007,42.812
2007,2,200702,02/14/2007,17.32866667
2007,2,200702,02/15/2007,36.18633333
2007,2,200702,02/16/2007,29.56066667
2007,2,200702,02/17/2007,22.935
2007,2,200702,02/18/2007,19.36733333
2007,2,200702,02/19/2007,18.348
2007,2,200702,02/20/2007,21.406
2007,2,200702,02/21/2007,30.07033333
2007,2,200702,02/22/2007,25.48333333
2007,2,200702,02/23/2007,43.32166667
2007,2,200702,02/24/2007,45.87
2007,2,200702,02/25/2007,61.66966667
2007,2,200702,02/26/2007,38.73466667
2007,2,200702,02/27/2007,45.87
2007,2,200702,02/28/2007,41.283
2007,3,200703,03/01/2007,35.67666667
2007,3,200703,03/02/2007,35.167
2007,3,200703,03/03/2007,32.61866667
2007,3,200703,03/04/2007,18.348
2007,3,200703,03/05/2007,23.44466667
2007,3,200703,03/06/2007,27.01233333
2007,3,200703,03/07/2007,9.683666667
2007,3,200703,03/08/2007,3.567666667
2007,3,200703,03/09/2007,17.32866667
2007,3,200703,03/10/2007,19.36733333
2007,3,200703,03/11/2007,37.20566667
2007,3,200703,03/12/2007,34.14766667
2007,3,200703,03/13/2007,29.56066667
2007,3,200703,03/14/2007,37.71533333
2007,3,200703,03/15/2007,35.167
2007,3,200703,03/16/2007,27.522
2007,3,200703,03/17/2007,34.65733333
2007,3,200703,03/18/2007,39.754
2007,3,200703,03/19/2007,32.61866667
2007,3,200703,03/20/2007,33.12833333
2007,3,200703,03/21/2007,37.71533333
2007,3,200703,03/22/2007,37.20566667
2007,3,200703,03/23/2007,43.32166667
2007,3,200703,03/24/2007,32.109
2007,3,200703,03/25/2007,16.819
2007,3,200703,03/26/2007,16.30933333
2007,3,200703,03/27/2007,11.21266667
2007,3,200703,03/28/2007,17.83833333
2007,3,200703,03/29/2007,17.83833333
2007,3,200703,03/30/2007,16.819
2007,3,200703,03/31/2007,21.91566667
2007,4,200704,04/01/2007,25.48333333
2007,4,200704,04/02/2007,24.97366667
2007,4,200704,04/03/2007,24.97366667
2007,4,200704,04/04/2007,11.21266667
2007,4,200704,04/05/2007,4.077333333
2007,4,200704,04/06/2007,2.548333333
2007,4,200704,04/07/2007,2.548333333
2007,4,200704,04/08/2007,21.406
2007,4,200704,04/09/2007,63.70833333
2007,4,200704,04/10/2007,60.14066667
2007,4,200704,04/11/2007,50.96666667
2007,4,200704,04/12/2007,70.84366667
2007,4,200704,04/13/2007,46.37966667
2007,4,200704,04/14/2007,56.573
2007,4,200704,04/15/2007,56.573
2007,4,200704,04/16/2007,25.48333333
2007,4,200704,04/17/2007,18.85766667
2007,4,200704,04/18/2007,33.12833333
2007,4,200704,04/19/2007,70.334
2007,4,200704,04/20/2007,39.754
2007,4,200704,04/21/2007,33.638
2007,4,200704,04/22/2007,22.42533333
2007,4,200704,04/23/2007,32.109
2007,4,200704,04/24/2007,29.051
2007,4,200704,04/25/2007,11.72233333
2007,4,200704,04/26/2007,57.08266667
2007,4,200704,04/27/2007,45.87
2007,4,200704,04/28/2007,49.94733333
2007,4,200704,04/29/2007,49.94733333
2007,4,200704,04/30/2007,34.65733333
2007,5,200705,05/01/2007,123.3393333
2007,5,200705,05/02/2007,102.9526667
2007,5,200705,05/03/2007,54.53433333
2007,5,200705,05/04/2007,32.109
2007,5,200705,05/05/2007,37.71533333
2007,5,200705,05/06/2007,66.76633333
2007,5,200705,05/07/2007,72.88233333
2007,5,200705,05/08/2007,62.689
2007,5,200705,05/09/2007,55.55366667
2007,5,200705,05/10/2007,50.96666667
2007,5,200705,05/11/2007,67.78566667
2007,5,200705,05/12/2007,48.41833333
2007,5,200705,05/13/2007,57.59233333
2007,5,200705,05/14/2007,53.00533333
2007,5,200705,05/15/2007,23.44466667
2007,5,200705,05/16/2007,37.20566667
2007,5,200705,05/17/2007,135.0616667
2007,5,200705,05/18/2007,25.993
2007,5,200705,05/19/2007,48.41833333
2007,5,200705,05/20/2007,38.73466667
2007,5,200705,05/21/2007,37.71533333
2007,5,200705,05/22/2007,23.44466667
2007,5,200705,05/23/2007,24.97366667
2007,5,200705,05/24/2007,25.993
2007,5,200705,05/25/2007,24.97366667
2007,5,200705,05/26/2007,26.50266667
2007,5,200705,05/27/2007,27.522
2007,5,200705,05/28/2007,19.36733333
2007,5,200705,05/29/2007,25.993
2007,5,200705,05/30/2007,22.42533333
2007,5,200705,05/31/2007,20.89633333
2007,6,200706,06/01/2007,24.97366667
2007,6,200706,06/02/2007,17.83833333
2007,6,200706,06/03/2007,21.406
2007,6,200706,06/04/2007,17.83833333
2007,6,200706,06/05/2007,17.83833333
2007,6,200706,06/06/2007,18.85766667
2007,6,200706,06/07/2007,16.819
2007,6,200706,06/08/2007,18.85766667
2007,6,200706,06/09/2007,19.36733333
2007,6,200706,06/10/2007,27.01233333
2007,6,200706,06/11/2007,42.812
2007,6,200706,06/12/2007,46.37966667
2007,6,200706,06/13/2007,29.051
2007,6,200706,06/14/2007,29.051
2007,6,200706,06/15/2007,30.07033333
2007,6,200706,06/16/2007,23.95433333
2007,6,200706,06/17/2007,14.27066667
2007,6,200706,06/18/2007,23.95433333
2007,6,200706,06/19/2007,22.935
2007,6,200706,06/20/2007,20.38666667
2007,6,200706,06/21/2007,20.89633333
2007,6,200706,06/22/2007,18.348
2007,6,200706,06/23/2007,21.406
2007,6,200706,06/24/2007,19.877
2007,6,200706,06/25/2007,16.30933333
2007,6,200706,06/26/2007,20.89633333
2007,6,200706,06/27/2007,20.38666667
2007,6,200706,06/28/2007,12.74166667
2007,6,200706,06/29/2007,20.38666667
2007,6,200706,06/30/2007,20.38666667
2007,7,200707,07/01/2007,17.83833333
2007,7,200707,07/02/2007,20.38666667
2007,7,200707,07/03/2007,15.29
2007,7,200707,07/04/2007,21.406
2007,7,200707,07/05/2007,25.48333333
2007,7,200707,07/06/2007,23.44466667
2007,7,200707,07/07/2007,22.42533333
2007,7,200707,07/08/2007,20.38666667
2007,7,200707,07/09/2007,19.36733333
2007,7,200707,07/10/2007,19.36733333
2007,7,200707,07/11/2007,58.61166667
2007,7,200707,07/12/2007,43.32166667
2007,7,200707,07/13/2007,37.71533333
2007,7,200707,07/14/2007,25.48333333
2007,7,200707,07/15/2007,23.44466667
2007,7,200707,07/16/2007,24.97366667
2007,7,200707,07/17/2007,24.97366667
2007,7,200707,07/18/2007,19.877
2007,7,200707,07/19/2007,20.89633333
2007,7,200707,07/20/2007,19.36733333
2007,7,200707,07/21/2007,18.85766667
2007,7,200707,07/22/2007,25.48333333
2007,7,200707,07/23/2007,20.89633333
2007,7,200707,07/24/2007,16.30933333
2007,7,200707,07/25/2007,19.877
2007,7,200707,07/26/2007,20.38666667
2007,7,200707,07/27/2007,24.97366667
2007,7,200707,07/28/2007,23.44466667
2007,7,200707,07/29/2007,28.03166667
2007,7,200707,07/30/2007,23.95433333
2007,7,200707,07/31/2007,19.877
2007,8,200708,08/01/2007,16.819
2007,8,200708,08/02/2007,40.77333333
2007,8,200708,08/03/2007,23.95433333
2007,8,200708,08/04/2007,20.38666667
2007,8,200708,08/05/2007,21.406
2007,8,200708,08/06/2007,16.819
2007,8,200708,08/07/2007,22.935
2007,8,200708,08/08/2007,156.9773333
2007,8,200708,08/09/2007,24.97366667
2007,8,200708,08/10/2007,32.61866667
2007,8,200708,08/11/2007,28.03166667
2007,8,200708,08/12/2007,20.38666667
2007,8,200708,08/13/2007,28.03166667
2007,8,200708,08/14/2007,16.30933333
2007,8,200708,08/15/2007,97.34633333
2007,8,200708,08/16/2007,19.877
2007,8,200708,08/17/2007,34.14766667
2007,8,200708,08/18/2007,104.9913333
2007,8,200708,08/19/2007,77.46933333
2007,8,200708,08/20/2007,39.754
2007,8,200708,08/21/2007,33.638
2007,8,200708,08/22/2007,20.38666667
2007,8,200708,08/23/2007,18.85766667
2007,8,200708,08/24/2007,19.877
2007,8,200708,08/25/2007,35.67666667
2007,8,200708,08/26/2007,46.37966667
2007,8,200708,08/27/2007,16.30933333
2007,8,200708,08/28/2007,26.50266667
2007,8,200708,08/29/2007,17.32866667
2007,8,200708,08/30/2007,19.877
2007,8,200708,08/31/2007,22.42533333
2007,9,200709,09/01/2007,26.50266667
2007,9,200709,09/02/2007,12.232
2007,9,200709,09/03/2007,14.27066667
2007,9,200709,09/04/2007,11.72233333
2007,9,200709,09/05/2007,107.03
2007,9,200709,09/06/2007,96.327
2007,9,200709,09/07/2007,58.61166667
2007,9,200709,09/08/2007,64.72766667
2007,9,200709,09/09/2007,45.87
2007,9,200709,09/10/2007,41.283
2007,9,200709,09/11/2007,40.26366667
2007,9,200709,09/12/2007,73.90166667
2007,9,200709,09/13/2007,73.392
2007,9,200709,09/14/2007,87.66266667
2007,9,200709,09/15/2007,139.6486667
2007,9,200709,09/16/2007,65.23733333
2007,9,200709,09/17/2007,151.371
2007,9,200709,09/18/2007,116.204
2007,9,200709,09/19/2007,102.443
2007,9,200709,09/20/2007,98.36566667
2007,9,200709,09/21/2007,120.791
2007,9,200709,09/22/2007,73.90166667
2007,9,200709,09/23/2007,33.638
2007,9,200709,09/24/2007,24.97366667
2007,9,200709,09/25/2007,26.50266667
2007,9,200709,09/26/2007,43.32166667
2007,9,200709,09/27/2007,38.225
2007,9,200709,09/28/2007,43.32166667
2007,9,200709,09/29/2007,99.385
2007,9,200709,09/30/2007,60.14066667
2007,10,200710,10/01/2007,35.67666667
2007,10,200710,10/02/2007,16.819
2007,10,200710,10/03/2007,17.83833333
2007,10,200710,10/04/2007,36.696
2007,10,200710,10/05/2007,148.313
2007,10,200710,10/06/2007,107.5396667
2007,10,200710,10/07/2007,119.262
2007,10,200710,10/08/2007,60.65033333
2007,10,200710,10/09/2007,70.334
2007,10,200710,10/10/2007,52.49566667
2007,10,200710,10/11/2007,45.36033333
2007,10,200710,10/12/2007,39.24433333
2007,10,200710,10/13/2007,59.631
2007,10,200710,10/14/2007,70.84366667
2007,10,200710,10/15/2007,76.45
2007,10,200710,10/16/2007,76.45
2007,10,200710,10/17/2007,116.7136667
2007,10,200710,10/18/2007,85.624
2007,10,200710,10/19/2007,99.385
2007,10,200710,10/20/2007,77.979
2007,10,200710,10/21/2007,76.95966667
2007,10,200710,10/22/2007,56.573
2007,10,200710,10/23/2007,51.986
2007,10,200710,10/24/2007,111.1073333
2007,10,200710,10/25/2007,109.5783333
2007,10,200710,10/26/2007,137.1003333
2007,10,200710,10/27/2007,55.044
2007,10,200710,10/28/2007,54.53433333
2007,10,200710,10/29/2007,55.044
2007,10,200710,10/30/2007,55.55366667
2007,10,200710,10/31/2007,18.85766667
2007,11,200711,11/01/2007,20.38666667
2007,11,200711,11/02/2007,29.051
2007,11,200711,11/03/2007,65.747
2007,11,200711,11/04/2007,97.856
2007,11,200711,11/05/2007,92.24966667
2007,11,200711,11/06/2007,74.41133333
2007,11,200711,11/07/2007,41.79266667
2007,11,200711,11/08/2007,34.14766667
2007,11,200711,11/09/2007,93.269
2007,11,200711,11/10/2007,123.3393333
2007,11,200711,11/11/2007,105.501
2007,11,200711,11/12/2007,64.72766667
2007,11,200711,11/13/2007,51.986
2007,11,200711,11/14/2007,56.573
2007,11,200711,11/15/2007,50.457
2007,11,200711,11/16/2007,45.36033333
2007,11,200711,11/17/2007,39.24433333
2007,11,200711,11/18/2007,68.29533333
2007,11,200711,11/19/2007,59.12133333
2007,11,200711,11/20/2007,81.037
2007,11,200711,11/21/2007,97.856
2007,11,200711,11/22/2007,68.29533333
2007,11,200711,11/23/2007,75.94033333
2007,11,200711,11/24/2007,62.689
2007,11,200711,11/25/2007,51.986
2007,11,200711,11/26/2007,39.754
2007,11,200711,11/27/2007,64.218
2007,11,200711,11/28/2007,41.79266667
2007,11,200711,11/29/2007,70.84366667
2007,11,200711,11/30/2007,60.65033333
2007,12,200712,12/01/2007,52.49566667
2007,12,200712,12/02/2007,55.044
2007,12,200712,12/03/2007,74.921
2007,12,200712,12/04/2007,81.037
2007,12,200712,12/05/2007,33.638
2007,12,200712,12/06/2007,71.863
2007,12,200712,12/07/2007,64.218
2007,12,200712,12/08/2007,55.55366667
2007,12,200712,12/09/2007,59.12133333
2007,12,200712,12/10/2007,41.79266667
2007,12,200712,12/11/2007,29.56066667
2007,12,200712,12/12/2007,38.225
2007,12,200712,12/13/2007,70.334
2007,12,200712,12/14/2007,42.812
2007,12,200712,12/15/2007,50.96666667
2007,12,200712,12/16/2007,53.00533333
2007,12,200712,12/17/2007,48.928
2007,12,200712,12/18/2007,27.522
2007,12,200712,12/19/2007,27.522
2007,12,200712,12/20/2007,50.96666667
2007,12,200712,12/21/2007,30.58
2007,12,200712,12/22/2007,15.29
2007,12,200712,12/23/2007,12.74166667
2007,12,200712,12/24/2007,8.154666667
2007,12,200712,12/25/2007,20.89633333
2007,12,200712,12/26/2007,49.43766667
2007,12,200712,12/27/2007,40.77333333
2007,12,200712,12/28/2007,97.34633333
2007,12,200712,12/29/2007,15.29
2007,12,200712,12/30/2007,44.85066667
2007,12,200712,12/31/2007,37.20566667
2008,1,200801,01/01/2008,38.73466667
2008,1,200801,01/02/2008,35.167
2008,1,200801,01/03/2008,51.47633333
2008,1,200801,01/04/2008,40.26366667
2008,1,200801,01/05/2008,76.95966667
2008,1,200801,01/06/2008,67.276
2008,1,200801,01/07/2008,56.573
2008,1,200801,01/08/2008,21.91566667
2008,1,200801,01/09/2008,29.56066667
2008,1,200801,01/10/2008,37.71533333
2008,1,200801,01/11/2008,24.464
2008,1,200801,01/12/2008,8.664333333
2008,1,200801,01/13/2008,38.225
2008,1,200801,01/14/2008,16.30933333
2008,1,200801,01/15/2008,13.25133333
2008,1,200801,01/16/2008,12.74166667
2008,1,200801,01/17/2008,8.664333333
2008,1,200801,01/18/2008,28.54133333
2008,1,200801,01/19/2008,33.638
2008,1,200801,01/20/2008,25.48333333
2008,1,200801,01/21/2008,33.638
2008,1,200801,01/22/2008,41.79266667
2008,1,200801,01/23/2008,19.877
2008,1,200801,01/24/2008,25.993
2008,1,200801,01/25/2008,2.548333333
2008,1,200801,01/26/2008,1.529
2008,1,200801,01/27/2008,2.038666667
2008,1,200801,01/28/2008,2.548333333
2008,1,200801,01/29/2008,3.567666667
2008,1,200801,01/30/2008,3.567666667
2008,1,200801,01/31/2008,6.116
2008,2,200802,02/01/2008,4.077333333
2008,2,200802,02/02/2008,3.058
2008,2,200802,02/03/2008,33.638
2008,2,200802,02/04/2008,14.78033333
2008,2,200802,02/05/2008,20.38666667
2008,2,200802,02/06/2008,24.464
2008,2,200802,02/07/2008,25.993
2008,2,200802,02/08/2008,35.67666667
2008,2,200802,02/09/2008,46.88933333
2008,2,200802,02/10/2008,29.051
2008,2,200802,02/11/2008,30.07033333
2008,2,200802,02/12/2008,43.32166667
2008,2,200802,02/13/2008,40.26366667
2008,2,200802,02/14/2008,35.67666667
2008,2,200802,02/15/2008,50.96666667
2008,2,200802,02/16/2008,62.17933333
2008,2,200802,02/17/2008,56.573
2008,2,200802,02/18/2008,52.49566667
2008,2,200802,02/19/2008,71.863
2008,2,200802,02/20/2008,56.06333333
2008,2,200802,02/21/2008,53.00533333
2008,2,200802,02/22/2008,6.625666667
2008,2,200802,02/23/2008,49.94733333
2008,2,200802,02/24/2008,55.55366667
2008,2,200802,02/25/2008,48.41833333
2008,2,200802,02/26/2008,29.56066667
2008,2,200802,02/27/2008,43.32166667
2008,2,200802,02/28/2008,64.72766667
2008,2,200802,02/29/2008,9.174
2008,3,200803,03/01/2008,66.25666667
2008,3,200803,03/02/2008,126.3973333
2008,3,200803,03/03/2008,86.13366667
2008,3,200803,03/04/2008,88.682
2008,3,200803,03/05/2008,74.41133333
2008,3,200803,03/06/2008,64.218
2008,3,200803,03/07/2008,60.65033333
2008,3,200803,03/08/2008,65.747
2008,3,200803,03/09/2008,63.19866667
2008,3,200803,03/10/2008,49.43766667
2008,3,200803,03/11/2008,41.79266667
2008,3,200803,03/12/2008,62.17933333
2008,3,200803,03/13/2008,40.26366667
2008,3,200803,03/14/2008,47.399
2008,3,200803,03/15/2008,59.12133333
2008,3,200803,03/16/2008,30.58
2008,3,200803,03/17/2008,30.07033333
2008,3,200803,03/18/2008,36.18633333
2008,3,200803,03/19/2008,90.211
2008,3,200803,03/20/2008,54.02466667
2008,3,200803,03/21/2008,54.53433333
2008,3,200803,03/22/2008,46.37966667
2008,3,200803,03/23/2008,31.08966667
2008,3,200803,03/24/2008,86.13366667
2008,3,200803,03/25/2008,58.61166667
2008,3,200803,03/26/2008,28.03166667
2008,3,200803,03/27/2008,53.00533333
2008,3,200803,03/28/2008,52.49566667
2008,3,200803,03/29/2008,36.696
2008,3,200803,03/30/2008,23.44466667
2008,3,200803,03/31/2008,37.20566667
2008,4,200804,04/01/2008,38.225
2008,4,200804,04/02/2008,30.07033333
2008,4,200804,04/03/2008,33.638
2008,4,200804,04/04/2008,43.83133333
2008,4,200804,04/05/2008,32.61866667
2008,4,200804,04/06/2008,28.54133333
2008,4,200804,04/07/2008,19.877
2008,4,200804,04/08/2008,23.95433333
2008,4,200804,04/09/2008,19.877
2008,4,200804,04/10/2008,20.38666667
2008,4,200804,04/11/2008,30.58
2008,4,200804,04/12/2008,28.54133333
2008,4,200804,04/13/2008,30.58
2008,4,200804,04/14/2008,38.73466667
2008,4,200804,04/15/2008,39.24433333
2008,4,200804,04/16/2008,24.464
2008,4,200804,04/17/2008,17.32866667
2008,4,200804,04/18/2008,58.102
2008,4,200804,04/19/2008,56.573
2008,4,200804,04/20/2008,19.36733333
2008,4,200804,04/21/2008,18.85766667
2008,4,200804,04/22/2008,35.67666667
2008,4,200804,04/23/2008,28.03166667
2008,4,200804,04/24/2008,34.14766667
2008,4,200804,04/25/2008,47.399
2008,4,200804,04/26/2008,73.392
2008,4,200804,04/27/2008,66.76633333
2008,4,200804,04/28/2008,26.50266667
2008,4,200804,04/29/2008,38.73466667
2008,4,200804,04/30/2008,39.24433333
2008,5,200805,05/01/2008,15.29
2008,5,200805,05/02/2008,38.73466667
2008,5,200805,05/03/2008,32.109
2008,5,200805,05/04/2008,30.07033333
2008,5,200805,05/05/2008,44.85066667
2008,5,200805,05/06/2008,48.928
2008,5,200805,05/07/2008,52.49566667
2008,5,200805,05/08/2008,28.03166667
2008,5,200805,05/09/2008,51.47633333
2008,5,200805,05/10/2008,44.85066667
2008,5,200805,05/11/2008,38.73466667
2008,5,200805,05/12/2008,96.83666667
2008,5,200805,05/13/2008,84.60466667
2008,5,200805,05/14/2008,142.197
2008,5,200805,05/15/2008,97.34633333
2008,5,200805,05/16/2008,82.05633333
2008,5,200805,05/17/2008,55.044
2008,5,200805,05/18/2008,57.59233333
2008,5,200805,05/19/2008,36.696
2008,5,200805,05/20/2008,55.55366667
2008,5,200805,05/21/2008,61.16
2008,5,200805,05/22/2008,33.638
2008,5,200805,05/23/2008,26.50266667
2008,5,200805,05/24/2008,20.38666667
2008,5,200805,05/25/2008,25.48333333
2008,5,200805,05/26/2008,23.44466667
2008,5,200805,05/27/2008,22.935
2008,5,200805,05/28/2008,24.97366667
2008,5,200805,05/29/2008,26.50266667
2008,5,200805,05/30/2008,20.38666667
2008,5,200805,05/31/2008,42.812
2008,6,200806,06/01/2008,35.67666667
2008,6,200806,06/02/2008,39.24433333
2008,6,200806,06/03/2008,17.83833333
2008,6,200806,06/04/2008,13.25133333
2008,6,200806,06/05/2008,24.97366667
2008,6,200806,06/06/2008,15.29
2008,6,200806,06/07/2008,14.78033333
2008,6,200806,06/08/2008,21.406
2008,6,200806,06/09/2008,21.91566667
2008,6,200806,06/10/2008,18.85766667
2008,6,200806,06/11/2008,14.27066667
2008,6,200806,06/12/2008,17.83833333
2008,6,200806,06/13/2008,22.42533333
2008,6,200806,06/14/2008,22.42533333
2008,6,200806,06/15/2008,19.877
2008,6,200806,06/16/2008,18.348
2008,6,200806,06/17/2008,19.877
2008,6,200806,06/18/2008,20.89633333
2008,6,200806,06/19/2008,22.42533333
2008,6,200806,06/20/2008,17.83833333
2008,6,200806,06/21/2008,18.348
2008,6,200806,06/22/2008,53.00533333
2008,6,200806,06/23/2008,46.37966667
2008,6,200806,06/24/2008,27.01233333
2008,6,200806,06/25/2008,32.61866667
2008,6,200806,06/26/2008,31.59933333
2008,6,200806,06/27/2008,24.464
2008,6,200806,06/28/2008,22.42533333
2008,6,200806,06/29/2008,22.935
2008,6,200806,06/30/2008,20.89633333
2008,7,200807,07/01/2008,23.95433333
2008,7,200807,07/02/2008,18.348
2008,7,200807,07/03/2008,17.32866667
2008,7,200807,07/04/2008,22.935
2008,7,200807,07/05/2008,12.74166667
2008,7,200807,07/06/2008,15.79966667
2008,7,200807,07/07/2008,28.54133333
2008,7,200807,07/08/2008,21.91566667
2008,7,200807,07/09/2008,19.36733333
2008,7,200807,07/10/2008,12.74166667
2008,7,200807,07/11/2008,16.30933333
2008,7,200807,07/12/2008,14.27066667
2008,7,200807,07/13/2008,18.85766667
2008,7,200807,07/14/2008,22.42533333
2008,7,200807,07/15/2008,25.48333333
2008,7,200807,07/16/2008,27.522
2008,7,200807,07/17/2008,32.61866667
2008,7,200807,07/18/2008,17.32866667
2008,7,200807,07/19/2008,18.348
2008,7,200807,07/20/2008,19.877
2008,7,200807,07/21/2008,17.32866667
2008,7,200807,07/22/2008,14.78033333
2008,7,200807,07/23/2008,12.74166667
2008,7,200807,07/24/2008,13.25133333
2008,7,200807,07/25/2008,49.94733333
2008,7,200807,07/26/2008,33.12833333
2008,7,200807,07/27/2008,91.23033333
2008,7,200807,07/28/2008,125.8876667
2008,7,200807,07/29/2008,67.78566667
2008,7,200807,07/30/2008,28.54133333
2008,7,200807,07/31/2008,25.48333333
2008,8,200808,08/01/2008,16.30933333
2008,8,200808,08/02/2008,29.051
2008,8,200808,08/03/2008,54.53433333
2008,8,200808,08/04/2008,151.371
2008,8,200808,08/05/2008,24.97366667
2008,8,200808,08/06/2008,35.167
2008,8,200808,08/07/2008,30.58
2008,8,200808,08/08/2008,14.78033333
2008,8,200808,08/09/2008,42.30233333
2008,8,200808,08/10/2008,25.48333333
2008,8,200808,08/11/2008,16.819
2008,8,200808,08/12/2008,19.36733333
2008,8,200808,08/13/2008,20.89633333
2008,8,200808,08/14/2008,38.73466667
2008,8,200808,08/15/2008,24.97366667
2008,8,200808,08/16/2008,20.89633333
2008,8,200808,08/17/2008,26.50266667
2008,8,200808,08/18/2008,24.97366667
2008,8,200808,08/19/2008,20.38666667
2008,8,200808,08/20/2008,139.139
2008,8,200808,08/21/2008,54.02466667
2008,8,200808,08/22/2008,28.03166667
2008,8,200808,08/23/2008,31.59933333
2008,8,200808,08/24/2008,27.522
2008,8,200808,08/25/2008,23.95433333
2008,8,200808,08/26/2008,35.67666667
2008,8,200808,08/27/2008,50.96666667
2008,8,200808,08/28/2008,25.993
2008,8,200808,08/29/2008,22.42533333
2008,8,200808,08/30/2008,29.051
2008,8,200808,08/31/2008,21.91566667
2008,9,200809,09/01/2008,24.97366667
2008,9,200809,09/02/2008,26.50266667
2008,9,200809,09/03/2008,16.819
2008,9,200809,09/04/2008,17.32866667
2008,9,200809,09/05/2008,18.348
2008,9,200809,09/06/2008,11.21266667
2008,9,200809,09/07/2008,59.631
2008,9,200809,09/08/2008,55.044
2008,9,200809,09/09/2008,58.102
2008,9,200809,09/10/2008,145.7646667
2008,9,200809,09/11/2008,125.8876667
2008,9,200809,09/12/2008,144.7453333
2008,9,200809,09/13/2008,111.1073333
2008,9,200809,09/14/2008,117.2233333
2008,9,200809,09/15/2008,100.914
2008,9,200809,09/16/2008,135.5713333
2008,9,200809,09/17/2008,78.99833333
2008,9,200809,09/18/2008,50.96666667
2008,9,200809,09/19/2008,39.754
2008,9,200809,09/20/2008,35.67666667
2008,9,200809,09/21/2008,46.88933333
2008,9,200809,09/22/2008,157.9966667
2008,9,200809,09/23/2008,35.67666667
2008,9,200809,09/24/2008,42.30233333
2008,9,200809,09/25/2008,21.91566667
2008,9,200809,09/26/2008,36.18633333
2008,9,200809,09/27/2008,35.167
2008,9,200809,09/28/2008,85.624
2008,9,200809,09/29/2008,119.7716667
2008,9,200809,09/30/2008,129.965
2008,10,200810,10/01/2008,82.566
2008,10,200810,10/02/2008,58.61166667
2008,10,200810,10/03/2008,52.49566667
